HS Code,Item Description,Basic Duty (SCH),IGST,10% SWS,Total duty with SWS of 10% on BCD
2921 41 90,Other,7.5,18,0.75,27.735
2921 42 11,Para chloroaniline,7.5,18,0.75,27.735
2921 42 12,Ortho chloro paranitroaniline,7.5,18,0.75,27.735
2921 42 13,Dichloroaniline,7.5,18,0.75,27.735
2921 42 14,"2, 6-dichloro paranitroaniline",7.5,18,0.75,27.735
2921 42 15,2-4-5-trichloroaniline,7.5,18,0.75,27.735
2921 42 21,N-benzyl-N-ethylaniline,7.5,18,0.75,27.735
2921 42 22,"N,N-diethylaniline",7.5,18,0.75,27.735
2921 42 23,"N,N-dimethylaniline",7.5,18,0.75,27.735
2921 42 24,N-ethyl aniline,7.5,18,0.75,27.735
2921 42 25,Meta nitroaniline,7.5,18,0.75,27.735
2921 42 26,Para nitroaniline,7.5,18,0.75,27.735
2921 42 31,"2-amino 3, 5 xylne sulphonic acid",7.5,18,0.75,27.735
2921 42 32,Benzyl ethyl aniline sulphonic acid,7.5,18,0.75,27.735
2921 42 33,Metanillic acid (meta amino benzene sulphonic acid),7.5,18,0.75,27.735
2921 42 34,Sulphanillic acid (para aminobenzene sulphonic acid para aniline sulphonic acid),7.5,18,0.75,27.735
2921 42 35,Ethyl hydroxy ethylaniline,7.5,18,0.75,27.735
2921 42 36,"Methyl dopa (1-alpha methyl-3, 4-dihydroxyphenylaniline)",7.5,18,0.75,27.735
2921 42 90,Other,7.5,18,0.75,27.735
2921 43 10,"N,N-diethyl toluidine",7.5,18,0.75,27.735
2921 43 20,"N,N-dimethyl toluidine",7.5,18,0.75,27.735
2921 43 30,Ortho toluidine,7.5,18,0.75,27.735
2921 43 40,Meta toluidine,7.5,18,0.75,27.735
2921 43 50,Para toluidine,7.5,18,0.75,27.735
2921 43 60,2-Chloro-5-toluidine-4-sulphonic acid,7.5,18,0.75,27.735
2921 43 70,2-Chloro-4-toluidine-5-sulphonic acid (sodium salt),7.5,18,0.75,27.735
2921 43 80,4-Toluidine-3-sulphonic acid,7.5,18,0.75,27.735
2921 43 90,Other,7.5,18,0.75,27.735
2921 44 10,Diphenylamine,7.5,18,0.75,27.735
2921 44 90,Other,7.5,18,0.75,27.735
2921 45 11,Alpha naphthylamine,7.5,18,0.75,27.735
2921 45 12,Phenyl alpha naphthylamine,7.5,18,0.75,27.735
2921 45 13,Phenyl beta naphthylamine,7.5,18,0.75,27.735
2921 45 14,Amino F-acid,7.5,18,0.75,27.735
2921 45 15,Aminolineli-R-acid,7.5,18,0.75,27.735
2921 45 16,Sodium naphthionate,7.5,18,0.75,27.735
2921 45 21,Bronner’s acid (2-naphthylamine-6-sulphonic acid),7.5,18,0.75,27.735
2921 45 22,Cleve’s acid (1-naphthylamine-6-sulphonic acid),7.5,18,0.75,27.735
2921 45 23,"Epsilon acid (1-naphthylamine-3,8-disulphonic acid)",7.5,18,0.75,27.735
2921 45 24,"Koch’s acid (1-naphthylamine-3,6,8-trisulphonic acid)",7.5,18,0.75,27.735
2921 45 25,Laurent’s acid (1-naphthylamine-5-sulphonic acid),7.5,18,0.75,27.735
2921 45 26,Tobias acid (2-naphthylamine-1-sulphonic acid),7.5,18,0.75,27.735
2921 45 31,Naphthionic acid (1-naphthylamine-4-sulphonic acid),7.5,18,0.75,27.735
2921 45 32,Para tolyl peri acid (para tolyl-1-naphthylamine-8-sulphonic acid),7.5,18,0.75,27.735
2921 45 33,Phenyl peri acid (phenyl-1-naphthylamine-8-sulphonic acid),7.5,18,0.75,27.735
2921 45 90,Other,7.5,18,0.75,27.735
2921 46 00,"Amfetamine (INN), benzfetamine (INN) dexamfetamine (INN), etilamfetamine (INN) fencamfamin(INN), lefetamine (INN), levamfetamine (INN), mefenorex (INN) and phentermine (INN); salts thereof",7.5,18,0.75,27.735
2921 49 10,Xylidines,7.5,18,0.75,27.735
2921 49 20,Para cumidine,7.5,18,0.75,27.735
2921 49 90,Other,7.5,18,0.75,27.735
2921 51 10,O-phenylenediamine,7.5,18,0.75,27.735
2921 51 20,M-phenylenediamine (m-di aminobenzene),7.5,18,0.75,27.735
2921 51 30,P-phenylenediamine,7.5,18,0.75,27.735
2921 51 40,O-diaminotoluene,7.5,18,0.75,27.735
2921 51 50,M-diaminotoluene,7.5,18,0.75,27.735
2921 51 60,P-diaminotoluene,7.5,18,0.75,27.735
2921 51 70,Para-amino acetanilide,7.5,18,0.75,27.735
2921 51 80,Meta toluylene diamine,7.5,18,0.75,27.735
2921 51 90,Other,7.5,18,0.75,27.735
2921 59 10,Benzidine,7.5,18,0.75,27.735
2921 59 20,Benzidine dihydrochloride,7.5,18,0.75,27.735
2921 59 30,"3, 3 dichlorobenzidine dihydrochloride sulphate",7.5,18,0.75,27.735
2921 59 40,"Diaminostilbene 2,2-disulphonic acid (Dasda)",7.5,18,0.75,27.735
2921 59 90,Other,7.5,18,0.75,27.735
2922 11 10,Monoethanolamine ,7.5,18,0.75,27.735
2922 11 90,Other ,7.5,18,0.75,27.735
2922 12 00,Diethanolamine and its salts,7.5,18,0.75,27.735
2922 14 00,Dextropropoxyphene (INN) and its salts ,7.5,18,0.75,27.735
2922 15 00,Triethanolamine ,7.5,18,0.75,27.735
2922 16 00,Diethanolammonium perfluorooctane sulphonate ,7.5,18,0.75,27.735
2922 17 10,Methyldiethanolamine ,7.5,18,0.75,27.735
2922 17 20,Ethyldiethanolamine ,7.5,18,0.75,27.735
2922 18 00,"2-(N, N-Diisopropylamino) ethanol ",7.5,18,0.75,27.735
2922 19 10,"2-Hydroxy N, N-Diisopropyl ethylamine ",7.5,18,0.75,27.735
2922 19 90,Other ,7.5,18,0.75,27.735
2922 21 10,Amino-g-acid,7.5,18,0.75,27.735
2922 21 20,Amino-j-acid,7.5,18,0.75,27.735
2922 21 30,1-amino-2-naphthol-4-sulphonic acid,7.5,18,0.75,27.735
2922 21 40,Gamma acid,7.5,18,0.75,27.735
2922 21 50,J acid (2-amino-5-naphthol-7-sulphonic acid),7.5,18,0.75,27.735
2922 21 60,H acid,7.5,18,0.75,27.735
2922 21 70,Ortho phenyl sulphonyl H-acid,7.5,18,0.75,27.735
2922 21 80,Chicago acid,7.5,18,0.75,27.735
2922 21 90,Other,7.5,18,0.75,27.735
2922 29 11,2-amino 4-nitrophenol,7.5,18,0.75,27.735
2922 29 12,Meta aminophenol,7.5,18,0.75,27.735
2922 29 13,Para aminophenol,7.5,18,0.75,27.735
2922 29 14,Meta diethyl amino-phenol,7.5,18,0.75,27.735
2922 29 21,2-amino-1-phenol-4-sulphonic acid,7.5,18,0.75,27.735
2922 29 22,6-nitro-O-aminophenol-4-sulphonic acid,7.5,18,0.75,27.735
2922 29 23,Phenyl gamma acid (phenyl 2-amino-naphthol-6-sulphonic acid),7.5,18,0.75,27.735
2922 29 24,Phenyl J acid (phenyl-2-amino-8 naphthol- 7-sulphonic acid),7.5,18,0.75,27.735
2922 29 25,"S acid, peri acid (1-amino-8-naphthol-4-4-sulphoxinic acid, 1-naphthylamine-8-sulphonic acid)",7.5,18,0.75,27.735
2922 29 26,Meta-phenylene diamine-4-sulphonic acid,7.5,18,0.75,27.735
2922 29 31,N-methyl-para-aminophenol sulphate (motol),7.5,18,0.75,27.735
2922 29 32,"2, 5 dimethoxy aniline",7.5,18,0.75,27.735
2922 29 33,Para acetyl aminophenol (paracetamol),7.5,18,0.75,27.735
2922 29 34,Para cresidine,7.5,18,0.75,27.735
2922 29 35,Picramic acid (T-grade),7.5,18,0.75,27.735
2922 29 36,Para cresidine ortho sulphonic acid,7.5,18,0.75,27.735
2922 29 90,Other,7.5,18,0.75,27.735
2922 31 00,"Amfepramone (INN), methadone (INN) and normethadone (INN); salts thereof",7.5,18,0.75,27.735
2922 39 00,Other,7.5,18,0.75,27.735
2922 41 00,Lysine and its esters; salts thereof,7.5,18,0.75,27.735
2922 42 10,Glutamic acid,7.5,18,0.75,27.735
2922 42 20,Monosodium glutamate,7.5,18,0.75,27.735
2922 42 90,Other,7.5,18,0.75,27.735
2922 43 00,Anthranilic acid and its salts,7.5,18,0.75,27.735
2922 44 00,Tilidine (INN) and its salts,7.5,18,0.75,27.735
2922 49 10,Amino acetic acid (glycine),7.5,18,0.75,27.735
2922 49 20,N-methyl taurine,7.5,18,0.75,27.735
2922 49 90,Other,7.5,18,0.75,27.735
2922 50 11,Para-amino-salicylic acid,7.5,18,0.75,27.735
2922 50 12,Methyl anthranilate,7.5,18,0.75,27.735
2922 50 13,Procaine hydrochloride,7.5,18,0.75,27.735
2922 50 14,Amino anisic acid anilide,7.5,18,0.75,27.735
2922 50 15,L-tyrosine (p-hydroxyphenyl amine),7.5,18,0.75,27.735
2922 50 21,Frusemide,7.5,18,0.75,27.735
2922 50 22,Aminodial,7.5,18,0.75,27.735
2922 50 23,N-acetyl anthranilic acid,7.5,18,0.75,27.735
2922 50 24,Domperidone,7.5,18,0.75,27.735
2922 50 90,Other,7.5,18,0.75,27.735
2923 10 00,Choline and its salts,7.5,18,0.75,27.735
2923 20 10,Lecithins,7.5,18,0.75,27.735
2923 20 90,Other,7.5,18,0.75,27.735
2923 30 00,Tetraethylammonium perfluorooctane sulphonate ,7.5,18,0.75,27.735
2923 40 00,Didecyldimethylammonium perfluorooctane sulphonate ,7.5,18,0.75,27.735
2923 90 00,Other,7.5,18,0.75,27.735
2924 11 00,Meprobamate (INN),7.5,18,0.75,27.735
2924 12 00,"Fluoroacetamide (ISO), monocrotophos (ISO) and phosphamidon (ISO)",7.5,18,0.75,27.735
2924 19 00,Other,7.5,18,0.75,27.735
2924 21 10,Diethyl diphenyl urea,7.5,18,0.75,27.735
2924 21 20,Dimethyl diphenyl urea (zentralin),7.5,18,0.75,27.735
2924 21 30,Parachloro benzene sulphonyl urea,7.5,18,0.75,27.735
2924 21 90,Other,7.5,18,0.75,27.735
2924 23 00,2-Acetamidobenzoic acid (N-acetylanthranilic acid) and its salts,7.5,18,0.75,27.735
2924 24 00,Ethinamate (INN),7.5,18,0.75,27.735
2924 25 00,Alachlor (ISO) ,7.5,18,0.75,27.735
2924 29 10,Acetanilide,7.5,18,0.75,27.735
2924 29 20,Aceto acetanilide,7.5,18,0.75,27.735
2924 29 30,Aceto acetic ortho chloranilide,7.5,18,0.75,27.735
2924 29 40,Aceto acetic para chloranilide,7.5,18,0.75,27.735
2924 29 50,Phenyl acetamide,7.5,18,0.75,27.735
2924 29 60,Pyrazinamide (pyrazine carboxamide),7.5,18,0.75,27.735
2924 29 70,Pretilachlor (ISO),7.5,18,0.75,27.735
2924 29 90,Other,7.5,18,0.75,27.735
2925 11 00,Saccharin and its salts,7.5,18,0.75,27.735
2925 12 00,Glutethimide (INN),7.5,18,0.75,27.735
2925 19 00,Other,7.5,18,0.75,27.735
2925 21 00,Chlordimeform (ISO),7.5,18,0.75,27.735
2925 29 10,Guanidine nitrate,7.5,18,0.75,27.735
2925 29 90,Other,7.5,18,0.75,27.735
2926 10 00,Acrylonitnitrile,2.5,18,0.25,21.245
2926 20 00,1-Cyanoguanidine (dicyandiamide),7.5,18,0.75,27.735
2926 30 00,"Fenproporex (INN) and its salts; methadone (INN) intermediate (4-cyano-2-Dimethy lamino-4, 4-diphenylbutane)",7.5,18,0.75,27.735
2926 40 00,Alpha-phenylacetoacetonitrile ,7.5,18,0.75,27.735
2926 90 00,Other,7.5,18,0.75,27.735
2927 00 10,Para amino-azo-benzene,7.5,18,0.75,27.735
2927 00 90,Other,7.5,18,0.75,27.735
2928 00 10,Isoniazid,7.5,18,0.75,27.735
2928 00 90,Other,7.5,18,0.75,27.735
2929 10 10,Phenyl isocyanate,7.5,18,0.75,27.735
2929 10 20,Toluene di-isocyanate,7.5,18,0.75,27.735
2929 10 90,Other,7.5,18,0.75,27.735
2929 90 10,"N,N-Diethylphosphoramidic dichloride",7.5,18,0.75,27.735
2929 90 20,"N,N-Diisopropylphosphoramidic dichloride",7.5,18,0.75,27.735
2929 90 30,"N,N-Dipropylphosphoramidic dichloride",7.5,18,0.75,27.735
2929 90 40,"N,N-Dimethylphosphoramidic dichloride",7.5,18,0.75,27.735
2929 90 50,"Diethyl N,N-Dimethylphosphoramidate",7.5,18,0.75,27.735
2929 90 60,"Phosphoramidic acid, diethyl, dimethylester ",7.5,18,0.75,27.735
2929 90 90,Other,7.5,18,0.75,27.735
2930 10 00,"2-(N,N-Dimethylamino) ethanethiol",7.5,18,0.75,27.735
2930 20 10,Cartap Hydrochloride (ISO),7.5,18,0.75,27.735
2930 20 90,Other,7.5,18,0.75,27.735
2930 30 00,"Thiuram mono-, di or tetrasulphides",7.5,18,0.75,27.735
2930 40 00,Methionine,7.5,18,0.75,27.735
2930 60 00,"2-(N, N-Diethylamino)ethanethiol",7.5,18,0.75,27.735
2930 70 00,Bis(2-hydroxyethyl)sulfide (thiodiglycol (INN)),7.5,18,0.75,27.735
2930 80 00,"Aldicarb (ISO), captafol (ISO) and methamidophos (ISO)",7.5,18,0.75,27.735
2930 90 10,Thiourea (sulphourea),7.5,18,0.75,27.735
2930 90 20,Calcium salts of methionine,7.5,18,0.75,27.735
2930 90 30,Thio sulphonic acid,7.5,18,0.75,27.735
2930 90 40,L-cystine (alpha-amino beta-thiopropionic acid)- sulphur containing amino acid,7.5,18,0.75,27.735
2930 90 50,Sulphinic acid,7.5,18,0.75,27.735
2930 90 60,Sulphoxide,7.5,18,0.75,27.735
2930 90 70,Mercaptan,7.5,18,0.75,27.735
2930 90 80,Allyl isothiocyanate,7.5,18,0.75,27.735
2930 90 91,"Ethanol, 2,2'-thiobis ",7.5,18,0.75,27.735
2930 90 92,Acephate (ISO),7.5,18,0.75,27.735
2930 90 93,Di-Methyl Amino ethanethiol Hydrochloride ,7.5,18,0.75,27.735
2930 90 95,Di-ethyl Amino ethanethiol hydrochloride,7.5,18,0.75,27.735
2930 90 96,O-Ethyl S-phenyl ethylphosphonothiolothionate (fonofos),7.5,18,0.75,27.735
2930 90 97,"Phosphorothioic acid, S[2 –(diethyl amino)  ethyl] O, O-Diethyl ester",7.5,18,0.75,27.735
2930 90 98,Dichloro diphenyl sulphone,7.5,18,0.75,27.735
2930 90 99,Other ,7.5,18,0.75,27.735
2931 10 10,Tetramethyl lead,7.5,18,0.75,27.735
2931 10 90,Tetraethyl lead,7.5,18,0.75,27.735
2931 20 00,Tributyltin compounds,7.5,18,0.75,27.735
2931 41 00,Dimethyl methylphosphonate,7.5,18,0.75,27.735
2931 42 00,Dimethyl propylphosphonate,7.5,18,0.75,27.735
2931 43 00,Diethyl ethylphosphonate,7.5,18,0.75,27.735
2931 44 00,Methylphosphonic acid,7.5,18,0.75,27.735
2931 45 00,Salt of methylphosphonic acid and(aminoiminomethyl)urea (1 : 1),7.5,18,0.75,27.735
2931 46 00,"2,4,6-Tripropyl-1,3,5,2,4,6- trioxatriphosphinane 2,4,6-trioxide",7.5,18,0.75,27.735
2931 47 00,"(5-Ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl) methyl methyl methylphosphonate",7.5,18,0.75,27.735
2931 48 00,"3,9-Dimethyl-2,4,8,10-tetraoxa-3,9- diphosphaspiro[5.5] undecane 3,9- dioxide",7.5,18,0.75,27.735
2931 49 10,Sodium 3-(trihydroxysilyl) propyl methylphosphonate,7.5,18,0.75,27.735
2931 49 20,"Bis[(5-ethy1-2-methy1-2-oxido-1,3,2- dioxaphosphinan-5- yl)methyl] methylphosphonate",7.5,18,0.75,27.735
2931 49 30,Glyphosate (ISO),7.5,18,0.75,27.735
2931 49 90,Other,7.5,18,0.75,27.735
2931 51 00,Methylphosphonic dichloride,7.5,18,0.75,27.735
2931 52 00,Propylphosphonic dichloride,7.5,18,0.75,27.735
2931 53 00,O-(3-chloropropyl) O-[4-nitro-3-(trifluoromethyl) phenyl] methylphosphonothionate ,7.5,18,0.75,27.735
2931 54 00,Trichlorfon (ISO),7.5,18,0.75,27.735
2931 59 00,Other,7.5,18,0.75,27.735
2931 90 11,Methylarsonic acid and its salt,7.5,18,0.75,27.735
2931 90 12,Cacodylic acid and its salt,7.5,18,0.75,27.735
2931 90 13,p-Aminophenylarsonic acid and its salt,7.5,18,0.75,27.735
2931 90 14,"Amino-hydroxyphenylarsonic acids, their formyl and acetyl derivatives and their salts",7.5,18,0.75,27.735
2931 90 15,Arsenobenzene and its derivatives,7.5,18,0.75,27.735
2931 90 19,Other,7.5,18,0.75,27.735
2931 90 20,Organo-silicon compounds,7.5,18,0.75,27.735
2931 90 30,o-Iodosobenzoic acid,7.5,18,0.75,27.735
2931 90 90,Other,7.5,18,0.75,27.735
2932 11 00,Tetrahydrofuran,7.5,18,0.75,27.735
2932 12 00,2-Furaldehyde (furfuraldehyde),7.5,18,0.75,27.735
2932 13 00,Furfuryl alcohol and tetrahydrofurfuryl alcohol,7.5,18,0.75,27.735
2932 14 00,Sucralose,7.5,18,0.75,27.735
2932 19 10,Hydroxy dibenzfuran carboxylic acid,7.5,18,0.75,27.735
2932 19 90,Other,7.5,18,0.75,27.735
2932 20 10,"Coumarin, methylcoumarins and ethylcoumarins",7.5,18,0.75,27.735
2932 20 20,Phenolphthalein,7.5,18,0.75,27.735
2932 20 90,Other,7.5,18,0.75,27.735
2932 91 00,Isosafrole,7.5,18,0.75,27.735
2932 92 00,"1-(1,3-Benzodioxol-5-yl) propan-2-one",7.5,18,0.75,27.735
2932 93 00,Piperonal,7.5,18,0.75,27.735
2932 94 00,Safrole,7.5,18,0.75,27.735
2932 95 00,Tetrahydrocannabinols (all isomers),7.5,18,0.75,27.735
2932 96 00,Carbofuran (ISO),7.5,18,0.75,27.735
2932 99 10,Cineole,7.5,18,0.75,27.735
2932 99 20,Emamectin Benzoate (ISO),7.5,18,0.75,27.735
2932 99 90,Other,7.5,18,0.75,27.735
2933 11 00,Phenazone (antipyrin) and its derivates,7.5,18,0.75,27.735
2933 19 10,3-carboxy (para sulpho-phenyl)-5- pyrazolone,7.5,18,0.75,27.735
2933 19 20,"1 (2,5- dichloro-4-sulpho phenyl)-3-methyl-5-pyrazolone",7.5,18,0.75,27.735
2933 19 30,3-methyl-1(4-sulpho-O-toluyl-5-pyrazolone),7.5,18,0.75,27.735
2933 19 40,Phenylmethylpyrazolone,7.5,18,0.75,27.735
2933 19 50,1-phenyl-5-pyrazolone-3-carboxylic acid ethylester,7.5,18,0.75,27.735
2933 19 60,1-(m-sulphophenyl)-3-pyrazolone,7.5,18,0.75,27.735
2933 19 70,Analgin,7.5,18,0.75,27.735
2933 19 80,Oxyphenbutazone,7.5,18,0.75,27.735
2933 19 91,Fluoro-3-(difluoromethyl)-1-methyl-1h-pyrazole-4- carbonyl fluoride,7.5,18,0.75,27.735
2933 19 99,Other,7.5,18,0.75,27.735
2933 21 00,Hydantoin and its derivatives,7.5,18,0.75,27.735
2933 29 10,Tinidazole,7.5,18,0.75,27.735
2933 29 20,"Metronidazole, metronidiazole benzoate",7.5,18,0.75,27.735
2933 29 30,Mebendazole,7.5,18,0.75,27.735
2933 29 40,Dimetridazole,7.5,18,0.75,27.735
2933 29 50,Albendazole,7.5,18,0.75,27.735
2933 29 60,Imidacloprid (ISO),7.5,18,0.75,27.735
2933 29 90,Other,7.5,18,0.75,27.735
2933 31 00,Pyridine and its salts,7.5,18,0.75,27.735
2933 32 00,Piperidine and its salts,7.5,18,0.75,27.735
2933 33 11,Alfentanil (INN) and its salt,7.5,18,0.75,27.735
2933 33 12,Anileridine (INN) and its salt,7.5,18,0.75,27.735
2933 33 13,Bezitramide (INN) and its salt,7.5,18,0.75,27.735
2933 33 14,Bromazepam (INN) and its salt,7.5,18,0.75,27.735
2933 33 15,Carfentanil (INN) and its salt,7.5,18,0.75,27.735
2933 33 16,Difenoxin (INN) and its salt,7.5,18,0.75,27.735
2933 33 17,Diphenoxylate (INN) and its salt,7.5,18,0.75,27.735
2933 33 18,Dipipanone (INN) and its salt,7.5,18,0.75,27.735
2933 33 21,Fentanyl (INN) and its salt,7.5,18,0.75,27.735
2933 33 22,Ketobemidone (INN) and its salt,7.5,18,0.75,27.735
2933 33 23,Methylphenidate (INN) and its salt,7.5,18,0.75,27.735
2933 33 24,Pentazocine (INN) and its salt,7.5,18,0.75,27.735
2933 33 25,Pethidine (INN) and its salt,7.5,18,0.75,27.735
2933 33 26,Pethidine (INN) intermediate A and its salt,7.5,18,0.75,27.735
2933 33 27,Phencyclidine (INN) (PCP) and its salt,7.5,18,0.75,27.735
2933 33 28,Phenoperidine (INN) and its salt,7.5,18,0.75,27.735
2933 33 31,Pipradrol (INN) and its salt,7.5,18,0.75,27.735
2933 33 32,Piritramide (INN) and its salt,7.5,18,0.75,27.735
2933 33 33,Propiram (INN) and its salt,7.5,18,0.75,27.735
2933 33 34,Remifentanil (INN) and its salt,7.5,18,0.75,27.735
2933 33 35,Trimeperidine (INN) and its salt,7.5,18,0.75,27.735
2933 34 00,Other fentanyls and their derivatives,7.5,18,0.75,27.735
2933 35 00,3-Quinuclidinol,7.5,18,0.75,27.735
2933 36 00,4-Anilino-N-phenethylpiperidine(ANPP),7.5,18,0.75,27.735
2933 37 00,N-Phenethyl-4-piperidone (NPP),7.5,18,0.75,27.735
2933 39 11,Amino pyridine,7.5,18,0.75,27.735
2933 39 12,Alpha picoline (2-methyl pyridine),7.5,18,0.75,27.735
2933 39 13,Gamma picoline (4-methyl pyridine),7.5,18,0.75,27.735
2933 39 14,Chloropheniramine maleate,7.5,18,0.75,27.735
2933 39 15,Diphenoxylate hydrochloride,7.5,18,0.75,27.735
2933 39 16,Beta picoline (3-methyl pyridine),7.5,18,0.75,27.735
2933 39 17,Chlorantraniliprole (ISO),7.5,18,0.75,27.735
2933 39 18,Lutidine (Dimethyl Pyridine),7.5,18,0.75,27.735
2933 39 21,Acetamiprid (ISO),7.5,18,0.75,27.735
2933 39 22,Imazethapyr (ISO),7.5,18,0.75,27.735
2933 39 29,Other,7.5,18,0.75,27.735
2933 39 40,"Benzene acetic acid, alpha  -hydroxy-alpha-phenyl, 1-azabicyclo[2.2.2.]oct- 3-yl ester",7.5,18,0.75,27.735
2933 39 90,Other,7.5,18,0.75,27.735
2933 41 00,Levorphanol (INN) and its salts,7.5,18,0.75,27.735
2933 49 00,Other,7.5,18,0.75,27.735
2933 52 00,Malonylurea (barbituric acid) and its salts,7.5,18,0.75,27.735
2933 53 00,"Allobarbital (INN), amobarbital (INN), barbital (INN), butalbital (INN), butobarbital (INN), cyclo-barbital (INN), methylphenobarbi-tal (INN), pentobarbital (INN), secbutabarbital (INN), phenobar-bital (INN), secobarbital (INN), and vinylbital (INN); salts thereof",7.5,18,0.75,27.735
2933 54 00,Other derivatives of malonylurea (barbituric acid); salts thereof,7.5,18,0.75,27.735
2933 55 00,"Loprazolam (INN), mecloqualone (INN), methaqualone (INN) and zipeprol (INN);salts thereof",7.5,18,0.75,27.735
2933 59 10,Aminophylline (cordophylin),10,18,1,30.98
2933 59 20,Trimethoprim,10,18,1,30.98
2933 59 30,Diethyl carbamazine citrate,10,18,1,30.98
2933 59 40,1-Amino-4-Methyl piperazine,10,18,1,30.98
2933 59 50,Bispyribac-sodium (ISO),10,18,1,30.98
2933 59 90,Other,10,18,1,30.98
2933 61 00,Melamine,7.5,18,0.75,27.735
2933 69 10,Cyanuric acid and its salts,7.5,18,0.75,27.735
2933 69 20,"4-[4,6-bis(2,4-dimethylphenyl)-1,3,5- triazine-2-yl]-1,3-benzenediol",7.5,18,0.75,27.735
2933 69 30,Tris(2-hydroxyethyl) isocyanurate,7.5,18,0.75,27.735
2933 69 40,Ethylhexyltriazone,7.5,18,0.75,27.735
2933 69 50,"2,4,6-tri(2,4-dyhydroxyl-3-methylphenyl)-1,3,5-triazine",7.5,18,0.75,27.735
2933 69 90,Other,7.5,18,0.75,27.735
2933 71 00,6-Hexanelactam (epsilon-caprolactam) ,5,18,0.5,24.49
2933 72 00,Clobazam (INN) and methyprylon (INN),7.5,18,0.75,27.735
2933 79 10,N-methyl-2-pyrrolidone,7.5,18,0.75,27.735
2933 79 20,N-ethyl-2-pyrrolidone,7.5,18,0.75,27.735
2933 79 90,Other,7.5,18,0.75,27.735
2933 91 00,"Alprazolam (INN), camazepam (INN) chloridiazepoxide (INN), clonazepam (INN), clorazepate, delorazepam (INN), diazepam (INN), estazolam (INN), ethyl loflazepate (INN), fludiazepam (INN), flunitrazepam (INN), flurazepam (INN), halazepam (INN), lorazepam (INN), lormetazepam (INN), mazindol (INN), meda-zepam (INN), midazolam (INN), nimetazepam (INN), nitrazepam (INN), nordazepam (INN), oxaze-pam (INN), pinazepam (INN), prazepam (INN), pyrovalerone (INN), tamazepam (INN), tetra-zepam (INN) and triazolam (INN); salts thereof",7.5,18,0.75,27.735
2933 92 00,Azinphos-methyl (ISO) ,7.5,18,0.75,27.735
2933 99 10,Imidazo pyridine methyl amine,7.5,18,0.75,27.735
2933 99 20,Carbendazim (ISO),7.5,18,0.75,27.735
2933 99 90,Other,7.5,18,0.75,27.735
2934 10 00,Compounds containing an unfused thiazole ring (whether or not hydrogenated) in the structure,7.5,18,0.75,27.735
2934 20 00,Compounds containing in the structure a benzothiazole ring-system (whether or not hydrogenated) not further fused,7.5,18,0.75,27.735
2934 30 00,Compounds containing in the structure a phenothiazine ring-system (whether or not hydrogenated) not further fused,7.5,18,0.75,27.735
2934 91 00,"Aminorex (INN), brotizolam (INN), clotiazepam (INN), cloxazolam (INN), dextromoramide (INN), haloxazolam (INN), ketazolam (INN), mesocarb (INN), oxazolam (INN), pemoline (INN), phendimetrazine (INN), phenmetrazine (INN) and sufentanil (INN); salts thereof",7.5,18,0.75,27.735
2934 92 00,Other fentanyls and their derivatives,7.5,18,0.75,27.735
2934 99 10,Chloro thiophene-2-carboxylic acid,7.5,18,0.75,27.735
2934 99 20,Morpholine ,7.5,18,0.75,27.735
2934 99 30,Buprofezin (ISO),7.5,18,0.75,27.735
2934 99 90,Other,7.5,18,0.75,27.735
2935 10 00,N-Methylperfluorooctane sulphonamide ,7.5,18,0.75,27.735
2935 20 00,N-Ethylperfluorooctane sulphonamide ,7.5,18,0.75,27.735
2935 30 00,N-Ethyl-N-(2-hydroxyethyl) perfluorooctane sulphonamide ,7.5,18,0.75,27.735
2935 40 00,N-(2-Hydroxyethyl)-N-methylperfluorooctane sulphonamide ,7.5,18,0.75,27.735
2935 50 10,Flubendiamide (ISO),7.5,18,0.75,27.735
2935 50 90,Other,7.5,18,0.75,27.735
2935 90 11,Sulphamethoxazole ,7.5,18,0.75,27.735
2935 90 12,Sulphafurazole ,7.5,18,0.75,27.735
2935 90 13,Sulphadiazine ,7.5,18,0.75,27.735
2935 90 14,Sulphadimidine ,7.5,18,0.75,27.735
2935 90 15,Sulphacetamide ,7.5,18,0.75,27.735
2935 90 21,Sulphamethoxypyridarine ,7.5,18,0.75,27.735
2935 90 22,Sulphamethiazole ,7.5,18,0.75,27.735
2935 90 23,Sulphamoxole ,7.5,18,0.75,27.735
2935 90 24,Sulphamide ,7.5,18,0.75,27.735
2935 90 90,Other ,7.5,18,0.75,27.735
2936 21 00,Vitamin A and their derivatives,7.5,18,0.75,27.735
2936 22 10,"Vitamin B1 [Thiamine (INN), aneurine] and its salts",7.5,18,0.75,27.735
2936 22 90,Other,7.5,18,0.75,27.735
2936 23 10,"Vitamin B2 [Riboflavin(INN), lactoflavin] and its salts",7.5,18,0.75,27.735
2936 23 90,Other,7.5,18,0.75,27.735
2936 24 00,D-or DL-Pantothenic acid (Vitamin B5) and its derivatives,7.5,18,0.75,27.735
2936 25 00,Vitamin B6 and its derivatives,7.5,18,0.75,27.735
2936 26 10,Vitamin B12 (Cyanocobalamin (INN)),7.5,18,0.75,27.735
2936 26 90,Other,7.5,18,0.75,27.735
2936 27 00,Vitamin C (Ascorbic acid) and its derivatives,7.5,18,0.75,27.735
